taxon,isocode,glottocode,xd_ids,soc_ids
NAHUATL_XOCHIATIPAN,,,,
NAHUATL_MONTEGRANDE_PLATON_SANCHEZ,,,,
NAHUATL_CHICONTEPEC,,cent2134,,
NAHUATL_COXCATLAN,,west2624,,
NAHUATL_TLALNEPANTLA_TAMAZUNCHALE,,,,
NAHUATL_XILITLA,,,,
NAHUATL_HUEYATI_YAHUALICA,,,,
NAHUATL_BUENOS_AIRES_ALAMO,,east2538,,
NAHUATL_IXHUATLAN_DE_MADERO,,,,
NAHUATL_LA_REFORMA_TEPEHUACAN_DE_GUERRERO,,,,
KAMSA,,cams1241,,
SANIMA,,sanu1240,xd1360,Sd8
SANUMA,,sanu1240,xd1360,Sd8
YANOMAME,,yano1261,xd1361,"SCCS163, Sd9"
YANOMAM,,yano1262,xd1356,Sd4
YANOMAMI,,yano1262,xd1356,Sd4
YANAM,,nina1238,xd1358,"B36, Sd6"
YANAM_2,,nina1238,xd1358,"B36, Sd6"
NINAM,,nina1238,xd1358,"B36, Sd6"
SHIRISHANA,,nina1238,xd1358,"B36, Sd6"
MOLOF,,molo1262,,
PAUPE,,papi1255,,
KEHU,,kehu1238,,
EI_JAPANESE,,nucl1643,xd648,"Ed5, SCCS117"
TAKARAJIMA_JAPANESE,,nucl1643,xd648,"Ed5, SCCS117"
JAPANESE_KYOTO,,nucl1643,xd648,"Ed5, SCCS117"
TOKYO_JAPANESE,,nucl1643,xd648,"Ed5, SCCS117"
JAPANESE_2,,nucl1643,xd648,"Ed5, SCCS117"
JAPANESE,,nucl1643,xd648,"Ed5, SCCS117"
YONAMINE,,kuni1268,,
SHURI,,cent2126,xd650,Ed7
NAHA,,cent2126,xd650,Ed7
IZENA_KUNIGAMI,,kuni1268,,
YAMAZATO_OKINAWAN,,cent2126,xd650,Ed7
AKAJIMA_OKINAWAN,,cent2126,xd650,Ed7
HIGA_OKINAWAN,,cent2126,xd650,Ed7
KAMIKATETSU_KIKAI,,kika1239,,
YORON,,yoro1243,,
TOKUWASE,,toku1246,,
NORTHERN_AMAMI_OSHIMA,,nort2935,,
SANI_AMAMI,,nort2935,,
FUKUSATO_MIYAKO,,miya1259,xd642,Ed15a
MIYAKO,,miya1259,xd642,Ed15a
NISHIHARA_MIYAKO,,miya1259,xd642,Ed15a
AZA_IRABU_MIYAKO,,miya1259,xd642,Ed15a
KUNINAKA_MIYAKO,,miya1259,xd642,Ed15a
KOMI_YAEYAMA,,yaey1239,xd640,Ed13
HATERUMA_YAEYAMA,,yaey1239,xd640,Ed13
KOHAMA_YAEYAMA,,yaey1239,xd640,Ed13
KABIRA_YAEYAMA,,yaey1239,xd640,Ed13
YAEYAMA,,yaey1239,xd640,Ed13
KUROSHIMA_YAEYAMA,,yaey1239,xd640,Ed13
UEHARA_YAEYAMA,,yaey1239,xd640,Ed13
YONAGUNI,,yona1241,,
TAKETOMI_YAEYAMA,,yaey1239,xd640,Ed13
PIRAHA,,pira1253,,
YUROK,,yuro1248,xd1101,"B186, Nb4, SCCS134, WNAI36"
WIYOT,,wiyo1248,xd1097,"B184, Nb36, WNAI39"
CHEYENNE,,chey1247,xd1224,"B245, Ne5"
ARAPAHO,,arap1274,xd1228,"B246, Ne9"
GROS_VENTRE,,gros1243,xd1208,"B253, Ne1, SCCS140"
BLACKFOOT,,siks1238,,
POWHATAN_UnnamedInSource,,powh1243,,
WAMPANOAG_NATICK,,wamp1249,,
MAHICAN,,mahi1248,,
DELAWARE_MUNSEE,,muns1251,,
UNAMI_UnnamedInSource,,unam1242,xd1255,Ng6
PASSAMAQUODDY_MALISEET_UnnamedInSource,,male1292,,
MICMAC,,mikm1235,xd1058,"B329, Na41, SCCS126"
MOHEGAN,,pequ1242,,
ABNAKI_EASTERN,,east2544,,
ABNAKI_WESTERN,,west2630,,
ATIKAMEKW,,atik1240,,
MONTAGNAIS,,mont1268,xd1048,"B342, Na32, SCCS125"
NASKAPI,,nask1242,xd1063,"B365, Na5"
CREE_WOODS,,wood1236,,
MENOMINEE,,meno1252,xd1243,Nf9
SHAWNEE,,shaw1249,xd1233,Nf13
KASKASKIA_ILLINOIS,,miam1252,xd1238,Nf4
MIAMI,,miam1252,xd1238,Nf4
FOX,,mesk1242,xd1241,Nf7
KICKAPOO,,kick1244,xd1235,Nf15
POTAWATOMI,,pota1247,xd1059,Na42
OTTAWA,,otta1242,xd1057,Na40
ALGONQUIN,,algo1255,,
OJIBWA_SEVERN,,seve1240,,
CHIPPEWA,,chip1241,,
OJIBWA_EASTERN,,east2542,xd1055,"B327, Na39"
CANICHANA,,cani1243,,
CANDOSHI,,cand1248,,
SANAPANA_ENLHET,,sana1298,,
SANAPANA_ANGAITE,,anga1316,,
LENGUA,,,,
LENGUA_2,,,,
YUCHI,,yuch1247,xd1246,Ng11
OMURANO,,omur1241,,
KAMAKAN,,kama1372,,
TONKAWA,,tonk1249,,
KADIWEU,,kadi1248,xd1391,Sh4
ABIPON,,abip1241,xd1390,"SCCS183, Sh3"
MOCOVI,,moco1246,,
PILAGA,,pila1245,,
TOBA,,toba1269,xd1395,Sh8
PAYAGUA,,,,
MACA,,maca1260,,
NIVACLE,,niva1238,,
CHOROTE,,iyoj1235,,
CHOROTE_IYOWUJWA,,iyow1239,xd1392,Sh5
MATACO,,wich1264,xd1388,Sh1
WICHI_LHAMTES_VEJOZ,,wich1263,,
WICHI_LHAMTES,,wich1263,,
WICHI_LHAMTES_GUISNAY,,wich1264,xd1388,Sh1
FULNIO,,fuln1247,,
CREEK,,cree1270,xd1252,"Ng3, SCCS145"
MIKASUKI,,mika1239,xd1251,Ng2
CHICKASAW,,chic1270,xd1249,Ng14
CHOCTAW,,choc1276,xd1247,Ng12
ALABAMA,,alab1237,,
KOASATI,,koas1236,,
TIMUCUA,,timu1245,xd1257,Ng8
HUASTEC,,huas1242,xd1297,Nj11
CHICOMUCELTEC,,chic1271,,
HUASTEC_VERACRUZ,,huas1242,xd1297,Nj11
ITZAJ,,itza1241,,
MOPAN,,mopa1243,,
MOPAN_SAN_LUIS_PETEN,,mopa1243,,
MAYA_YUCATAN,,yuca1254,xd1322,Sa6
LACANDON,,laca1243,xd1310,Sa10
MAYA_YUCATECA,,yuca1254,xd1322,Sa6
TOJOLABAL,,tojo1241,,
CHUJ_SAN_MATEO_IXTATAN,,chuj1250,,
CHUJ,,chuj1250,,
MOCHO,,moch1257,,
ACATECO_SAN_MIGUEL_ACATAN,,west2635,,
QANJOBAL_SANTA_EULALIA,,qanj1241,,
JAKALTEKO_EASTERN,,popt1235,xd1315,Sa15
JACALTEC,,popt1235,xd1315,Sa15
JACALTECO_WESTERN,,popt1235,xd1315,Sa15
CHOL_TILA,,chol1282,,
CHOL_TUMBALA,,chol1282,,
CHONTAL_TABASCO,,taba1266,,
CHORTI,,chor1273,xd1319,Sa3
CHOLTI,,,,
CHORTI_JOCOTAN,,chor1273,xd1319,Sa3
TZELTAL_BACHAJON,,tzel1254,xd1318,Sa2
TZELTAL_OXCHUC,,tzel1254,xd1318,Sa2
TZOTZIL_ZINACANTAN_1600,,,,
TZOTZIL_VENUSTIANO_CARRANZA,,tzot1259,,
TZOTZIL_SAN_ANDRES,,tzot1259,,
TZOTZIL_HUIXTAN,,tzot1259,,
ZINACANTAN_TZOTZIL,,tzot1259,,
AGUACATECO_AGUACATAN,,agua1252,,
AGUACATEC,,agua1252,,
IXIL_CHAJUL,,ixil1251,,
TECO_TECTITAN,,tekt1235,,
NORTHERN_MAM_SAN_ILDEFONSO_IXTAHUACAN,,mamm1241,xd1324,Sa8
MAM_TECTITAN,,tekt1235,,
MAM_TACANA_3,,mamm1241,xd1324,Sa8
MAM_TACANA_1,,mamm1241,xd1324,Sa8
MAM_TACANA_2,,mamm1241,xd1324,Sa8
MAM_NORTHERN,,mamm1241,xd1324,Sa8
MAM_SAN_SEBASTIAN_H,,mamm1241,xd1324,Sa8
MAM_SANTIAGO_CHIMALTENANGO,,mamm1241,xd1324,Sa8
MAM_TODOS_SANTOS_CUCHUMATAN_3,,mamm1241,xd1324,Sa8
MAM_TODOS_SANTOS_CUCHUMATAN_1,,mamm1241,xd1324,Sa8
MAM_TODOS_SANTOS_CUCHUMATAN_2,,mamm1241,xd1324,Sa8
MAM_SAN_ILDEFONSO_IXTAHUACAN,,mamm1241,xd1324,Sa8
MAM_SAN_JUAN_ATITLAN,,mamm1241,xd1324,Sa8
MAM_SAN_RAFAEL_PETZAL,,mamm1241,xd1324,Sa8
MAM_SAN_GASPAR_IXCHIL,,mamm1241,xd1324,Sa8
MAM_SAN_PEDRO_NECTA,,mamm1241,xd1324,Sa8
MAM_SANTA_BARBARA,,mamm1241,xd1324,Sa8
MAM_CABRICAN,,mamm1241,xd1324,Sa8
SOUTHERN_MAM_SAN_JUAN_OSTUNCALCO,,mamm1241,xd1324,Sa8
MAM_SAN_MIGUEL_SIGUILA,,mamm1241,xd1324,Sa8
MAM_CAJOLA,,mamm1241,xd1324,Sa8
MAM_CONSEPCION_CHIQUIRICHAPA,,mamm1241,xd1324,Sa8
MAM_SAN_JUAN_OSTUNCALCO,,mamm1241,xd1324,Sa8
MAM_SAN_MARTIN_SACATEPEQUEZ,,mamm1241,xd1324,Sa8
POQOMCHI_WESTERN,,poqo1254,,
WESTERN_POCOMAM_SAN_CRISTOBAL_VERAPAZ,,poqo1253,xd1317,Sa17
POCOMAM_EASTERN,,poqo1253,xd1317,Sa17
POCOMAM_SAN_LUIS_JILOTEPEQUE,,poqo1253,xd1317,Sa17
EASTERN_KEKCHI_CAHABON,,kekc1242,,
KEKCHI,,kekc1242,,
WESTERN_KEKCHI_SAN_JUAN_CHAMELCO,,kekc1242,,
USPANTEKO,,uspa1245,,
SIPAKAPENSE,,sipa1247,,
SACAPULTECO_SACAPULAS_CENTRO,,saca1238,,
TZUTUJIL_WESTERN,,tzut1248,,
TZUTUJIL_SANTIAGO_ATITLAN,,tzut1248,,
TZUTUJIL_SAN_JUAN_LA_LAGUNA,,tzut1248,,
SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA,,kaqc1270,xd1311,Sa11
WESTERN_CAKCHIQUEL_PATZUN,,kaqc1270,xd1311,Sa11
NORTHERN_CAKCHIQUEL_TECPAN,,kaqc1270,xd1311,Sa11
NORTHERN_CAKCHIQUEL_SAN_MARTIN_JILOTEPEQUE,,kaqc1270,xd1311,Sa11
EASTERN_QUICHE_RABINAL,,achi1256,,
WESTERN_QUICHE_SANTA_CATARINA_IXTAHUACAN,,kich1262,xd1313,"SCCS155, Sa13"
CENTRAL_QUICHE,,kich1262,xd1313,"SCCS155, Sa13"
WESTERN_QUICHE_TOTONICAPAN,,kich1262,xd1313,"SCCS155, Sa13"
WESTERN_QUICHE_MOMOSTENANGO,,kich1262,xd1313,"SCCS155, Sa13"
CENTRAL_QUICHE_SANTA_MARIA_CHIQUIMULA,,kich1262,xd1313,"SCCS155, Sa13"
KICHE,,kich1262,xd1313,"SCCS155, Sa13"
QUICHE,,kich1262,xd1313,"SCCS155, Sa13"
KICHEE_SANTA_MARIA_CHIQUIMULA_2,,kich1262,xd1313,"SCCS155, Sa13"
KICHEE_SANTA_CRUZ_DE_EL_QUICHE,,kich1262,xd1313,"SCCS155, Sa13"
KICHEE_SAN_ANTONIO_ILOTENANGO,,kich1262,xd1313,"SCCS155, Sa13"
KICHEE_JOYABAJ_2,,kich1262,xd1313,"SCCS155, Sa13"
KICHEE_ZACUALPA,,kich1262,xd1313,"SCCS155, Sa13"
KICHEE_ALDEA_ARGUETA_SOLOLA,,kich1262,xd1313,"SCCS155, Sa13"
KICHEE_NAHUALA_1,,kich1262,xd1313,"SCCS155, Sa13"
KICHEE_SANTA_CLARA_LA_LAGUNA,,kich1262,xd1313,"SCCS155, Sa13"
KICHEE_SANTA_LUCIA_UTATLAN,,kich1262,xd1313,"SCCS155, Sa13"
KICHEE_NAHUALA_2,,kich1262,xd1313,"SCCS155, Sa13"
KICHEE_JOYABAJ_1,,kich1262,xd1313,"SCCS155, Sa13"
KICHEE_CUBULCO,,kich1262,xd1313,"SCCS155, Sa13"
KICHEE_SAN_MIGUEL_CHICAJ,,kich1262,xd1313,"SCCS155, Sa13"
KICHEE_RABINAL,,achi1256,,
KICHEE_SANTA_MARIA_CHIQUIMULA_1,,kich1262,xd1313,"SCCS155, Sa13"
KICHEE_CUNEN_1,,kich1262,xd1313,"SCCS155, Sa13"
KICHEE_CUNEN_2,,kich1262,xd1313,"SCCS155, Sa13"
KICHEE_CHICHICASTENANGO,,kich1262,xd1313,"SCCS155, Sa13"
KICHEE_TOTONICAPAN_1,,kich1262,xd1313,"SCCS155, Sa13"
KICHEE_TOTONICAPAN_2,,kich1262,xd1313,"SCCS155, Sa13"
KICHEE_MOMOSTENANGO,,kich1262,xd1313,"SCCS155, Sa13"
KICHEE_CANTEL,,kich1262,xd1313,"SCCS155, Sa13"
KICHEE_SAMAYAC_1,,kich1262,xd1313,"SCCS155, Sa13"
KICHEE_SAMAYAC_2,,kich1262,xd1313,"SCCS155, Sa13"
KICHEE_SAN_JOSE_CHIQUILAJA_QUETZ,,kich1262,xd1313,"SCCS155, Sa13"
KICHEE_ZUNIL,,kich1262,xd1313,"SCCS155, Sa13"
JEBERO,,jebe1250,,
CHAYAHUITA,,chay1248,,
SVAN,,svan1243,xd585,Ci9
GEORGIAN,,nucl1302,,
LAZ,,lazz1240,,
MINGRELIAN,,ming1252,,
KAKI_AE,,kaki1249,,
CUICA,,,,
MIRRIPU_TIMOTE,,,,
TANAHMERAH,,tana1288,,
DUNA,,duna1248,,
BOGAYA,,boga1247,,
SAWA,,else1239,,
AWJI,,awyi1241,,
TAIKAT,,taik1255,,
MANEM,,mane1266,,
SENGI,,seng1285,,
IMONDA,,imon1245,,
WARIS,,wari1266,,
DAONDA,,daon1243,,
AMANAB,,aman1265,,
WAINA,,sowa1245,,
BASQUE,,basq1248,,
NIHALI,,niha1238,,
NIHALI_2,,niha1238,,
NAHALI,,niha1238,,
USKU,,usku1243,,
NADEB,,nade1244,,
DAW,,daww1239,,
JUPDA,,hupd1244,,
YUHUP,,yuhu1238,,
NYANGI,,nyan1313,,
TEPES,,sooo1256,,
IK_2,,ikkk1242,,
IK,,ikkk1242,,
AFOA,,taua1242,,
TAUADE,,taua1242,,
KUNIMAIPA,,kuni1267,,
FUYUG_GAGAGRA,,fuyu1242,,
MAFULU,,fuyu1242,,
INGASSANA,,gaam1241,,
AKA,,akaa1242,,
MOLO,,molo1257,,
MESENGO,,maja1242,,
BAALE,,kaci1244,,
ZILMAMU,,kaci1244,,
DIDINGA,,didi1258,xd394,Aj19
NARIM_LARIM,,nari1240,,
MURLE,,murl1244,,
TENNET,,tenn1246,,
KWEGU,,kweg1241,,
MEEN,,meen1242,xd393,Aj18
MURSI,,murs1242,,
SURI_CHAI,,suri1267,xd396,Aj20
TIRMA,,suri1267,xd396,Aj20
TEMEIN,,nucl1339,,
AFITTI,,afit1238,,
AMA_AFRICA,,amas1236,xd374,Ai43
KUKU,,bari1284,,
NGYEPU,,bari1284,,
BARI_SUDAN,,bari1284,,
NYANGGWARA,,bari1284,,
KAKWA,,kakw1240,xd389,Aj14
MONDARI,,mand1425,xd391,Aj16
DONGOTONO,,dong1294,,
LOKOYA,,loko1254,,
ONGAMO,,ngas1238,,
MAASAI,,masa1300,xd395,"Aj2, SCCS34"
CAMUS,,samb1315,xd405,Aj29
SAMPUR,,samb1315,xd405,Aj29
TESO,,teso1249,xd384,Aj1
TURKANA,,turk1308,xd410,Aj5
KARIMOJONG,,kara1483,,
NYANGATOM_2,,nyan1315,,
NYANGATOM,,nyan1315,,
OMOTIK,,omot1239,,
DATOOGA_DIALECT_2,,dato1239,xd404,Aj28
DATOOGA_DIALECT_3,,dato1239,xd404,Aj28
DATOOGA_DIALECT_4,,dato1239,xd404,Aj28
DATOOGA_DIALECT_6,,dato1239,xd404,Aj28
DATOOGA_DIALECT_5,,dato1239,xd404,Aj28
ENDO,,mark1255,,
POKOT,,poko1263,,
SOGOO,,okie1245,xd2,"Aa2, B70"
SABAOT,,saba1262,,
KALENJIN,,kips1239,xd414,Aj9
NANDI_2,,nand1266,xd412,Aj7
NANDI,,nand1266,xd412,Aj7
NORTH_TUGEN,,tuge1241,,
NUER,,nuer1246,xd406,Aj3
DINKA_NORTHWESTERN,,nort2816,,
DINKA_SOUTHEASTERN,,sout2834,,
DINKA_NORTHEASTERN,,nort2815,,
REK,,sout2832,xd386,Aj11
DINKA_SOUTH_CENTRAL,,sout2833,,
BURUN,,buru1301,,
JUMJUM,,jumj1238,,
MABAAN,,maba1273,xd376,Ai45
SHILLUK,,shil1265,xd380,"Ai6, SCCS31"
GIUR,,luwo1239,,
PARI,,pari1256,xd408,Aj31
ANYUAK,,anua1242,xd375,Ai44
SHILLUK_2,,shil1265,xd380,"Ai6, SCCS31"
ACHOLI,,acol1236,,
ACHOLI_2,,acol1236,,
LANGO,,lang1324,xd409,Aj4
ALUR,,alur1250,xd392,Aj17
ADHOLA,,adho1243,,
LUO,,luok1236,"xd366, xd411","Ai36, Aj6"
TIMA,,tima1241,,
KATLA,,katl1237,,
LUMUN,,lumu1239,,
DENGEBU,,dagi1241,,
NGILE,,ngil1242,,
TOCHO,,toch1257,,
JOMANG,,talo1250,,
NDING,,ndin1245,,
KO1,,kooo1244,xd348,Ai2
WARNANG,,warn1244,,
MORO,,moro1285,xd371,Ai40
TIRO,,tira1254,xd372,Ai41
SHIRUMBA,,shwa1239,,
RERE,,koal1240,xd367,Ai37
LOGOL,,logo1262,,
UTORO,,otor1240,xd338,"Ai10, SCCS30"
ABUL,,heib1243,,
EBANG,,heib1243,,
LARU_SUDAN,,laro1243,,
GUNDONG_PA_HNG,,pahn1237,,
PA_HNG,,pahn1237,,
YOUNUO_BUNU,,youn1235,,
HUANGLUO_BUNU,,youn1235,,
LIUXIANG_BUNU,,jion1236,,
LONGHUA_BUNU,,jion1236,,
LONGHUA_BUNU_2,,jion1236,,
CHENHU_SHE,,shee1238,,
HAIFENG_SHE,,shee1238,,
SHE_CHINA,,shee1238,,
LIANHUA_SHE,,shee1238,,
YANGHAO_HMONG,,nort2747,,
HMU,,nort2747,,
ZHENFENG_HMONG,,nort2747,,
XIANGXI_HMONG,,west2430,,
LAYIPING_HMONG,,west2430,,
JIWEI_HMONG,,west2430,,
WESTERN_XIANGXI_HMONG,,west2430,,
NUMAO_BUNU,,buna1273,,
BUNU,,buna1273,,
DAHUA_BUNU,,buna1273,,
JINGCUN_BUNU,,buna1273,,
HMONG_DAW,,hmon1333,,
PHETCHABUN_HMONG,,hmon1333,,
HMONG_NJUA,,hmon1264,,
TAK_HMONG,,hmon1264,,
DAPING_MIEN,,dzao1238,,
SHUANGLONG_MIEN,,biao1254,,
DONGSHAN_BIAO_MON,,biao1256,,
CHANGPING_BIAO_MON,,biao1256,,
DAPINGJIANG_MIEN,,iumi1238,,
YAO,,iumi1238,,
CHIANGRAI_MIEN,,iumi1238,,
TAIPAN_MIEN,,iumi1238,,
HAINAN_KIM_MUN,,kimm1245,xd641,Ed14
HAININH_MIEN,,kimm1245,xd641,Ed14
BENGRU_HRUSO,,hrus1242,,
NORTHERN_TUJIA,,nort2732,,
JIANCHUAN_BAI_2,,cent2004,xd651,Ed8
QILIQIAO_BAI_2,,sout2730,,
ZHOUCHENG_BAI_2,,sout2730,,
ERYUAN_BAI,,cent2004,xd651,Ed8
YUNLONG_BAI,,cent2004,xd651,Ed8
XIANGYUN_BAI,,sout2730,,
LANPING_BAI,,nort2724,,
JIANCHUAN_BAI,,cent2004,xd651,Ed8
HEQING_BAI,,cent2004,xd651,Ed8
TUOLUO_BAI,,nort2724,,
GONGXING_BAI,,nort2724,,
ENQI_BAI,,nort2724,,
EGA_BAI,,nort2724,,
LUOBENZHUO_BAI_2,,nort2724,,
JINMAN_BAI,,nort2724,,
LUOBENZHUO_BAI,,nort2724,,
MAZHELONG_BAI,,sout2730,,
JINXING_BAI,,cent2004,xd651,Ed8
DASHI_BAI,,cent2004,xd651,Ed8
QILIQIAO_BAI,,sout2730,,
SHI_BAI,,cent2004,xd651,Ed8
XISHAN_BAI,,cent2004,xd651,Ed8
ZHAOZHUANG_BAI,,sout2730,,
ZHOUCHENG_BAI,,sout2730,,
HEDIAN_BAI,,sout2730,,
JINDUN_BAI,,cent2004,xd651,Ed8
LONGMEN_BAI,,cent2004,xd651,Ed8
JINDING_BAI,,nort2724,,
OLD_CHINESE,,oldc1244,,
SUZHOU_WU,,wuch1236,xd643,"Ed15b, SCCS114"
XIANG,,xian1251,,
MIDDLE_CHINESE,,midd1344,,
DUNGAN,,dung1253,,
KUNMING_MANDARIN,,mand1415,xd639,Ed10
MANDARIN_2,,mand1415,xd639,Ed10
MANDARIN,,mand1415,xd639,Ed10
CANTONESE,,yuec1235,xd644,Ed16
HAKKA,,hakk1236,,
YONGAN_CHINESE,,minz1235,,
FUZHOU,,mind1253,,
FUZHOU_CHINESE,,mind1253,,
PUTIAN_CHINESE,,puxi1243,,
HAINAN_MINNAN_CHINESE,,minn1241,xd649,Ed6
CHAOYANG_CHINESE,,minn1241,xd649,Ed6
AMOY_MINNAN_CHINESE,,minn1241,xd649,Ed6
DONGSHAN_CHINESE,,minn1241,xd649,Ed6
PUROIK,,sulu1241,,
SULUNG,,sulu1241,,
BUGUN,,bugu1246,,
CHUG,,chug1252,,
LISH,,lish1235,,
SARTANG,,sart1249,,
SHERDUKPEN,,sher1257,,
IDU_MISHMI,,idum1241,,
TARAON,,diga1241,,
DHAMMAI,,saja1240,,
MIJI,,saja1240,,
KORO_INDIA,,koro1316,,
ASHING,,bori1243,xd653,Ee1
MISING,,misi1242,,
BENGNI,,bori1243,xd653,Ee1
BOKAR,,bori1243,xd653,Ee1
APATANI,,apat1240,,
BANGNI_NYISHI,,nyis1236,,
DOUYU_BANGNI,,nyis1236,,
ADI_GALO,,galo1242,,
GALO,,galo1242,,
NISHING,,nyis1236,,
NISI,,nyis1236,,
NA_INDIA,,naaa1245,,
NISI_TAGIN,,tagi1241,,
DHIMAL,,dhim1246,,
MRU,,mruu1242,,
YOGLI,,tase1235,,
NOCTE,,noct1238,,
NAGA_NOCTE,,noct1238,,
NAGA_WANCHO,,wanc1238,,
WANCHO,,wanc1238,,
CHANG,,chan1313,,
CHANG_2,,chan1313,,
NAGA_CHANG,,chan1313,,
KONYAK,,kony1248,,
NAGA_KONYAK,,kony1248,,
NAGA_PHOM,,phom1236,,
PHOM,,phom1236,,
JINGPHO,,kach1280,xd711,Ei5
JINGPHO_2,,kach1280,xd711,Ei5
SINGPHO,,sing1264,,
RABHA,,rabh1238,,
A_TONG,,aton1241,,
WANANG,,koch1250,,
GARO,,garo1247,xd696,"Ei1, SCCS69"
DEURI,,deor1238,,
KOK_BOROK_2,,kokb1239,,
TIPPERA_TONGPAI,,tipp1239,,
RIANG,,rian1262,,
USUI,,usui1238,,
TIWA,,tiwa1253,,
DIMASA,,dima1251,,
BODO_INDIA,,bodo1269,,
KACHARI,,kach1279,xd659,Ee7
MOSHANG,,mons1234,,
CHOTHE,,chot1239,,
NAGA_TARAO,,tara1313,,
KOIRENG,,koir1240,,
CHIN_ZYPHE,,zyph1238,,
LAKHER_MARA,,mara1382,xd710,"Ei4, SCCS70"
CHIN_SIYIN,,siyi1240,,
CHIN_TEDIM,,tedi1235,,
CHIN_THADO,,thad1238,xd699,Ei12
CHIN_HAKA,,haka1240,,
LUSHAI,,lush1249,xd708,Ei20
HMAR,,hmar1241,,
HRANGKHOL,,hran1239,,
KARBI,,karb1241,xd704,Ei17
NAGA_LOTHA,,loth1237,xd707,Ei2
NAGA_YIMCHUNGRU,,yimc1240,,
NAGA_AO,,aona1235,xd701,Ei14
NAGA_SANGTAM,,sang1321,,
NAGA_POCHURI,,poch1243,,
NAGA_RENGMA,,nort2725,,
NAGA_SOUTHERN_RENGMA,,sout2732,xd702,Ei15
NAGA_SUMI,,sumi1235,xd703,Ei16
KHEZHA,,khez1235,,
NAGA_MAO,,maon1238,,
ANGAMI,,anga1288,xd700,Ei13
NAGA_CHOKRI,,chok1243,,
MEITEI,,mani1292,,
NAGA_TANGKHUL,,tang1336,,
NAGA_KHOIBU,,khoi1251,,
NAGA_MARING,,mari1416,,
KABUI_RONGMEI,,rong1266,,
NAGA_THANGAL,,than1255,,
NAGA_MARAM,,mara1379,,
NAGA_LIANGMAI,,lian1251,,
NAGA_ZEME,,zeme1240,,
NAGA_MZIEME,,mzie1235,,
LEPCHA,,lepc1244,xd655,"Ee3, SCCS68"
KHAM,,gama1251,,
KHAM_TAKALE,,west2420,,
TAKA_KHAM,,west2420,,
CHEPANG,,chep1245,,
MAGAR,,east2352,,
MAGAR_2,,east2352,,
THANGMI,,than1259,,
DOLAKHA_NEWAR,,newa1246,,
KHWOPA_NEWAR,,newa1246,,
DUMI,,dumi1241,,
DUMI_2,,dumi1241,,
KHALING,,khal1275,,
JERUNG,,jeru1240,,
WAMBULE,,wamb1257,,
THULUNG,,thul1246,,
SUNWAR,,sunw1242,,
BAHING,,bahi1252,,
SUNWAR_2,,sunw1242,,
LIMBU,,limb1266,,
MEWA_KHOLA_LIMBU,,limb1266,,
LOHORUNG,,nort2727,,
CHHINTANGE,,chhi1245,,
YAKHA,,yakk1236,,
PUMA,,puma1239,,
CAMLING,,caml1239,,
DUNGMALI,,dung1252,,
WALING,,wali1261,,
SAMPANG,,samp1249,,
KULUNG,,kulu1253,,
NACHERING,,nach1240,,
KAMAN,,miju1243,,
RAWANG,,rawa1265,,
DRUNG,,drun1238,,
ANONG,,nung1282,,
NUNG_CHINA,,drun1238,,
KAREN_SGAW,,sgaw1245,,
KAREN_PAO,,paok1235,,
KAREN_PWO_EASTERN,,pwoe1235,,
KAREN_PWO_WESTERN,,pwow1235,xd713,Ei7
KAREN_YINTALE,,yint1235,,
KAREN_YINBAW,,yinb1236,,
KAYAN,,kaya1315,,
BWE_KAREN,,bwek1238,,
KAREN_GEBA,,geba1237,,
KAREN_MANUMANAW,,manu1255,,
KAYAH_LI_EASTERN,,east2342,,
KAYAH_WESTERN,,west2409,,
BURMESE,,nucl1310,xd709,"Ei3, SCCS71"
YANGON_BURMESE,,nucl1310,xd709,"Ei3, SCCS71"
HPON,,hpon1238,,
MARU,,maru1249,,
PELA,,pela1242,,
ACHANG,,acha1249,,
XIANDAO,,acha1249,,
ZAIWA,,zaiw1241,,
LASHI,,lash1243,,
LASHI_2,,lash1243,,
NUSU,,nusu1239,,
LAHU,,lahu1253,,
LAHU_2,,lahu1253,,
KATSO,,kats1235,,
SANI_YI,,sani1269,,
XIDE,,sich1238,xd645,"Ed2, SCCS67"
NUOSU_YI,,sich1238,xd645,"Ed2, SCCS67"
DAFANG,,wusa1235,,
LISU,,lisu1250,,
LISU_2,,lisu1250,,
LALO,,xish1235,,
NANJIANG,,xish1235,,
JINO,,youl1235,,
PHANA,,phan1254,,
BISU,,bisu1244,,
PHUNOI,,phun1245,,
MOJIANG_HONI,,honi1244,,
SHUIGUI_HONI,,honi1244,,
DAZHAI_HANI,,hani1248,,
AKHA,,akha1245,xd729,Ej7
GELANGHE_AKHA,,akha1245,xd729,Ej7
KADUO,,kadu1253,,
MPI,,mpii1239,,
ENU,,enuu1235,,
BIYUE,,biyo1243,,
CAIYUAN_BIYO,,biyo1243,,
NAXI,,naxi1245,,
NAXI_2,,naxi1245,,
OLD_TANGUT,,tang1334,,
ZHABA,,zhab1238,,
JIULONG_PUMI,,nort2723,,
TANGUT,,tang1334,,
STODSDE,,shan1274,,
QIANG_PUXI,,sout2728,,
QIANG_MIANCHI,,sout2728,,
MAWO_QIANG,,nort2722,,
QIANG_YADU,,nort2722,,
QIANG_LONGXI,,sout2728,,
RAJI,,raji1240,,
