lg	prob_lca
1036	2.3987523951367132e-28
1037	3.7361940744186224e-25
1038	1.2221016361028077e-31
1039	1.6588382623641784e-21
1040	4.8849840523707587e-26
1041	6.964554410985086e-24
1042	1.0800630662326828e-19
1043	6.948676821757611e-23
1044	3.3403944141694724e-20
1045	1.8124417451818705e-32
1046	1.8545670481168489e-23
1047	2.142885911929513e-27
1048	1.2014112770445032e-26
1049	4.299866732886332e-23
1050	4.176034856392935e-25
1051	4.032536801666715e-24
1052	1.812374165197952e-25
1053	3.6973650891562777e-25
1054	2.8849733639778985e-25
1055	9.883706415912706e-22
1056	4.1878751605419806e-29
1057	5.502945723691125e-23
1058	1.1505318746488292e-26
1059	2.849244007850247e-21
1060	3.5752989434594725e-32
1061	2.88777895927427e-27
1062	6.98704562716837e-26
1063	5.356664555132157e-22
1064	4.1825687440576065e-22
1065	3.4789984390615225e-30
1066	2.3157772061896152e-23
1067	1.5091216182718622e-22
1068	2.6312097033884582e-30
1069	9.109198198175634e-33
1070	2.342228644627133e-31
1071	4.2865482099307864e-23
1072	6.653300793464639e-30
1073	1.3350473834946335e-33
1074	1.3405294943548698e-30
1075	3.400528681714006e-34
1076	6.362616036861783e-24
1077	7.638846944339544e-25
1078	1.1335493807847748e-29
1079	9.406958801873499e-24
1080	2.716304546250723e-25
1081	4.1878751605419806e-29
1082	9.494057714940836e-22
1083	2.7042689302779618e-28
1084	1.8828233265105437e-24
1085	1.0632003650133392e-30
1086	2.8163805262997945e-20
1087	7.975849047800363e-23
1088	1.165518860027356e-32
1089	5.24624473492323e-32
1090	2.0588428180480714e-36
1091	2.91013529251909e-23
1092	9.609251224904933e-22
1093	5.218098044831426e-22
1094	9.369135925229618e-25
1095	1.016347705406866e-26
1096	7.2136405983644715e-25
1097	5.238404428210085e-28
1098	6.348533827990425e-24
1099	3.4763432729688845e-21
1100	5.1938689803002033e-20
1101	1.8406573810396938e-31
1102	1.6165862982547926e-27
1103	2.715854899190446e-37
1104	7.321755121974872e-37
1105	1.2308291865874275e-21
1106	9.070045977117996e-22
1107	6.841010862054465e-21
1108	1.2794773553187603e-27
1109	8.263334684501584e-29
1110	1.0630603116422652e-22
1111	2.0594160486550883e-26
1112	4.681991291384184e-23
1113	9.799804170589747e-27
1114	5.131694327784008e-22
1115	6.785232285267232e-30
1116	1.6109375780523435e-32
1117	2.6705904335925972e-22
1118	5.460099785266783e-25
1119	9.947060347558153e-25
1120	5.806695413028906e-22
1121	1.1135552575312338e-22
1122	1.3663581018101166e-23
1123	2.9249979017126515e-28
1124	3.925469515870386e-24
1125	3.1468771938709176e-26
1126	6.007369570310226e-22
1127	5.792854247711448e-23
1128	2.2219734444760804e-29
1129	3.800424883088907e-31
1130	1.4012137860598936e-22
1131	2.5941759861331932e-24
1132	2.2788196630245398e-23
1133	2.4166274538347023e-31
1134	4.784403586308431e-28
1135	1.4086373377120986e-22
1136	6.324611842325927e-24
1137	6.52555732087425e-23
1138	6.268492247195592e-24
1139	8.525855991258098e-27
1140	5.374710298298453e-29
1141	2.6227830900286428e-23
1142	5.282791095873258e-26
1143	6.529277484084839e-22
1144	2.118840849043701e-22
1145	1.9764708129971746e-24
1146	1.850603224109743e-28
1147	8.19262496853854e-24
1148	3.988560880433481e-24
1149	2.5862789613403703e-24
1150	1.1913380038335178e-28
1151	1.570085807862533e-21
1152	1.7830256821092794e-23
1153	1.6269478321365e-25
1154	4.42414644794774e-24
1155	7.937915099501646e-24
1156	2.2895524911732428e-24
1157	2.2853434662525347e-25
1158	2.1835327241275454e-28
1159	1.3485825294514141e-30
1160	1.901467157154508e-22
1161	3.9826406052440733e-26
1162	9.017312515676685e-20
1163	1.0612059456745218e-34
1164	3.8620761250227934e-22
1165	5.899043275520074e-34
1166	2.9804037615922835e-20
1167	1.9679519822091817e-21
1168	4.6937151590043366e-21
1169	1.5788418970975147e-24
1170	5.80843555231675e-23
1171	1.5847371650672032e-29
1172	3.1030380266243815e-23
1173	1.4518690598802312e-27
1174	3.237929926605983e-24
1175	4.527206165120644e-23
1176	3.653200386656065e-26
1177	1.612282730919855e-32
1178	2.679425655848438e-25
1179	2.196800638857408e-28
1180	1.405076692939174e-23
1181	2.2228138072222408e-27
1182	2.8261050211016254e-25
1183	7.436489607999524e-24
1184	2.1655424736750013e-23
1185	1.7887306726200202e-21
1186	4.23187314333409e-24
1187	5.275041911047168e-21
1188	6.634712920803703e-28
1189	3.388915525260884e-24
1190	6.931937851292454e-29
1191	3.8883053775602323e-22
1192	5.665901108162804e-35
1193	2.448572828923344e-28
1194	1.981114315039645e-28
1195	3.2241575232939417e-22
1196	1.072869281584545e-20
1197	1.2564473076989187e-30
1198	7.393442378666539e-33
1199	1.8654664751030546e-25
1200	5.603189173655417e-22
1201	1.6417900257249234e-25
1202	5.965887540551145e-23
1203	2.5277409200472986e-22
1204	1.137785292155389e-19
1205	2.4160175178765614e-28
1206	7.241032024163933e-31
1207	4.299345402442257e-26
1208	4.150445114647881e-25
1209	2.73950353764508e-24
1210	3.219557976992827e-25
1211	5.197060386920452e-23
1212	3.557366427006574e-28
1213	1.2492377178139995e-30
1214	7.642919633483367e-28
1215	2.3239195022291092e-23
1216	2.637887349334535e-31
1217	3.224301256292059e-23
1218	2.2236678356624536e-24
1219	7.400347534713646e-28
1220	5.531791692547324e-27
1221	2.66443377090529e-23
1222	5.757124702628643e-32
1223	2.8524006513238542e-34
1224	1.6542937689062956e-27
1225	3.984227764141596e-22
1226	1.2082956817687437e-38
1227	6.464957805837237e-21
1228	8.788250247591605e-25
1229	1.4372471387365209e-29
1230	7.508177482967972e-24
1231	3.729185578913514e-22
1232	9.46731408141588e-25
1233	9.551949871923689e-29
1234	1.1303786326036968e-22
1235	6.272804957676739e-27
1236	6.10534281615258e-30
1237	5.898116078067123e-33
1238	1.1689793399287851e-26
1239	2.1448717825216442e-27
1240	1.154216755676403e-24
1241	7.026904593944318e-38
1242	6.357861809056294e-30
1243	7.965967950649941e-28
1244	2.6591528981932304e-24
1245	2.9397781484336737e-21
1246	2.4848631520092704e-24
1247	1.6547017954936953e-38
1248	9.82049294512383e-25
1249	5.426651232933966e-22
1250	9.45297348138439e-21
1251	3.574920119283441e-20
1252	6.593882979355197e-22
1253	6.609522327421708e-25
1254	2.9465751597699562e-24
1255	1.5510971893847486e-27
1256	6.359825815591016e-22
1257	2.8491489585084057e-40
1258	1.4037599624533345e-31
1259	3.5221208899058137e-23
1260	7.993863247184086e-27
1261	1.8058090404714248e-34
1262	4.8345207593179114e-27
1263	4.433433728338658e-24
1264	1.8805805711389092e-35
1265	1.4790682889386084e-24
1266	1.5961370116444104e-23
1267	1.8293728353270792e-25
1268	1.411831378849015e-24
1269	5.508127170553364e-28
1270	2.877811680654932e-27
1271	1.955585573501547e-26
1272	2.0998012928903255e-23
1273	2.0352871465694268e-21
1274	2.6721565271537186e-26
1275	1.8498608360709115e-27
1276	6.35038922415805e-22
1277	3.747204862302383e-24
1278	2.863790819519866e-25
1279	3.774648235116911e-25
1280	8.891408569437913e-29
1281	2.7572389208753683e-22
1282	3.926217468525902e-30
1283	1.6348753803913715e-26
1284	4.380985401874343e-22
1285	2.089989347088368e-24
1286	1.9695980754085098e-24
1287	1.2090360852106454e-24
1288	5.560861324410448e-25
1289	6.593490239330544e-28
1290	2.4015913700743385e-22
1291	6.118113649410843e-28
1292	2.954358661878875e-23
1293	1.995044585685889e-23
1294	6.506912591331616e-31
1295	1.09515791011109e-27
1296	5.2705166699070045e-34
1297	1.1954673944703197e-27
1298	1.0131137066884528e-25
1299	2.9957768721214965e-27
1300	1.963369298406576e-27
1301	9.786171096323793e-21
1302	1.25996344377822e-32
1303	1.531669241544454e-26
1304	5.166750641275251e-28
1305	2.2487502179134366e-26
1306	8.274010470578201e-32
1307	8.952403953314944e-21
1308	8.102151349449123e-23
1309	7.801529523578237e-22
1310	5.812571321523928e-23
1311	4.6150177517958015e-29
1312	2.1486927735907013e-26
1313	1.7558272264855214e-22
1314	9.41162942881886e-27
1315	8.036922135931628e-27
1316	3.575927354376346e-26
1317	2.3260285309968372e-34
1318	1.342866114192904e-28
1319	2.63494619557949e-21
1320	5.6400330434286615e-28
1321	1.0449476357505857e-26
1322	2.9380991702553486e-30
1323	4.0950010596466554e-23
1324	5.925136901892046e-25
1325	3.692095591037485e-26
1326	4.021344912439079e-32
1327	3.307427436444284e-28
1328	1.0189426581415872e-23
1329	1.3543701427808981e-26
1330	1.488069087909805e-25
1331	1.0253106033079842e-24
1332	3.4454744114884516e-25
1333	3.612207678624905e-27
1334	3.1189337829153065e-29
1335	2.012820421565392e-27
1336	1.684998188691786e-22
1337	9.007338240617934e-26
1338	5.288692008931181e-25
1339	3.988725433231244e-28
1340	2.2389513284481553e-26
1341	4.3340320849079525e-27
1342	2.240533656138832e-23
1343	3.2724781632287263e-23
1344	2.973080473745657e-32
1345	2.964817738830856e-25
1346	5.440911838187665e-27
1347	1.5531521185963893e-21
1348	9.040879099759884e-31
1349	4.646978892206564e-25
1350	2.2599366354141912e-21
1351	1.1776322738359689e-26
1352	5.748801144206956e-24
1353	9.30348663253743e-24
1354	1.2574265954277023e-28
1355	3.432647586648239e-23
1356	2.3067077515716795e-29
1357	6.942944729822192e-24
1358	1.6566359647521335e-24
1359	1.3237264746455456e-26
1360	1.4010669218630178e-29
1361	5.230334001714836e-29
1362	3.8600604546571104e-23
1363	1.0529654292796387e-22
1364	1.1357823358946703e-30
1365	8.915229805797593e-34
1366	5.608459961123107e-20
1367	5.8486925944754386e-21
1368	2.3172911133722815e-25
1369	7.147723625466058e-23
1370	4.263961840164329e-27
1371	2.066440542680787e-24
1372	9.856836041343598e-22
1373	1.8576371771748348e-26
1374	1.2291862471842645e-23
1375	3.539728196893326e-26
1376	7.746418554860614e-31
1377	4.833193048372523e-24
1378	1.7525159117784478e-25
1379	4.395728500420196e-23
1380	1.871866264715414e-23
1381	5.656206813780586e-28
1382	2.0667896894616e-23
1383	1.3673418589552566e-23
1384	2.6477216055475967e-23
1385	7.891754046314463e-25
1386	5.825982991788646e-29
1387	2.8181072304225485e-25
1388	1.0435550811988299e-28
1389	3.664766775986701e-27
1390	3.127544987960996e-25
1391	5.872605456256198e-24
1392	6.323748583528729e-30
1393	1.1198742395031443e-20
1394	8.102659923405121e-27
1395	2.69216895115272e-24
1396	1.6886325232677267e-29
1397	8.287347333994472e-30
1398	1.466720266290156e-22
1399	1.6268279383596716e-24
1400	2.0789046317310497e-22
1401	3.853521421316183e-30
1402	1.810996426865996e-24
1403	4.629099845845333e-31
1404	1.2193937295190711e-28
1405	4.6464221528311886e-29
1406	1.1611879826451687e-24
1407	1.3865872765082601e-27
1408	4.7491980555619454e-23
1409	1.780671479266546e-21
1410	3.1188506331622796e-20
1411	9.031984621600516e-24
1412	4.879564317216716e-25
1413	1.7165157558126663e-21
1414	2.0278677124875995e-26
1415	1.3904485069519608e-29
1416	8.493619632488325e-28
1417	1.0390050428169434e-26
1418	1.2140533736637493e-20
1419	1.6490554492374498e-26
1420	1.713566632217747e-24
1421	4.8242408397836794e-26
1422	4.090551219250323e-22
1423	8.209809810497238e-29
1424	5.841140631052124e-26
1425	1.3312585313872316e-34
1426	4.868650707965592e-24
1427	2.9038191754588634e-21
1428	3.5243348284692276e-30
1429	3.9614024328090975e-23
1430	1.4263938758743795e-28
1431	5.673531302545945e-29
1432	1.9988551614539134e-26
1433	7.613471175582989e-25
1434	2.686714950676331e-32
1435	1.567272732031292e-23
1436	4.117923112223734e-31
1437	1.155090990453589e-33
1438	4.974483631768616e-22
1439	5.5989474902993104e-24
1440	1.6147961598056926e-21
1441	1.7835988132826116e-25
1442	2.321383040205471e-21
1443	5.9912588020006514e-21
1444	4.503751156402764e-24
1445	1.3809251506654841e-30
1446	7.290869003891877e-25
1447	5.3522105259523966e-30
1448	1.5164895192499128e-25
1449	9.225648977585114e-24
1450	2.092398804559291e-25
1451	9.213429574965797e-24
1452	7.741223028205312e-20
1453	7.972732154541025e-29
1454	1.1741885727495777e-28
1455	7.2395610556064875e-22
1456	1.0303957579317252e-27
1457	1.9628099691945395e-23
1458	4.8152480893811694e-26
1459	1.4916741801230257e-23
1460	7.442703322942762e-23
1461	8.54992580476253e-24
1462	2.4826405332715132e-23
1463	1.605430776898638e-26
1464	5.03461057700798e-22
1465	4.411643583419932e-31
1466	1.1111627441148938e-35
1467	3.8700560895029723e-28
1468	1.3168573372444848e-28
1469	3.7738307093846104e-24
1470	2.0727384293970593e-29
1471	2.1759798626048463e-26
1472	1.9383251978891796e-26
1473	1.3902463222681866e-22
1474	9.518881957628273e-28
1475	3.1773110411641966e-22
1476	5.8506699650721874e-27
1477	3.181722569708872e-36
1478	7.19883820481253e-28
1479	1.3607487280588837e-22
1480	1.1728016594634878e-25
1481	2.1670176772341466e-25
1482	1.0948592380982308e-23
1483	2.1872758556392277e-23
1484	3.732504498381774e-21
1485	2.8281204388093625e-28
1486	1.1609690549302907e-19
1487	1.528451159292558e-22
1488	2.9495460223200794e-27
1489	5.795455695306014e-28
1490	1.5442077938343215e-29
1491	1.290733594553621e-24
1492	8.848987792731682e-24
1493	6.296620214300365e-24
1494	1.1121777029316594e-28
1495	5.930846047924166e-26
1496	6.219006617148232e-28
1497	4.096807000691813e-30
1498	7.133226122756282e-29
1499	3.2433807787525807e-23
1500	1.2304096667010634e-27
1501	9.37743411506743e-24
1502	6.172811769328956e-29
1503	3.747678130876147e-30
1504	2.2739867016327616e-24
1505	4.591701362918043e-21
1506	6.433011843760308e-26
1507	4.12631584281549e-21
1508	3.7924443044021596e-28
1509	5.656868204598611e-29
